Tytuł,Data publikacji,Liczba wyświetleń,Liczba polubień,Liczba komentarzy,Tagi filmu,Kategorie filmu,Channel_id,Długość filmu,Informacje o lokalizacji,Rodzaj filmu,video_id
Birdwatchers Poland documentary,2021-12-19T18:00:32Z,101553,1022,58,"['birdwatchers', 'birdwatching', 'birdwatchers poland', 'birds', 'nature', 'birdwatching poland', 'birding', 'birding poland']",22,UC6uUPvtZaY1euIE4MZSkg8A,PT1H43M43S,{},hd,Hcgd5IcXDGw
The Animated History of Poland | Part 1,2017-07-30T14:06:47Z,2501042,54453,5602,"['poland', 'animated history of polans', 'koszciuszko', 'russian empire', 'german empire', 'polish', 'polish commonwealth', 'lithuania', 'lithuanian history', 'suibhne', 'animated history suibhne', 'animated history of', 'wars']",27,UCQD-0MjUbDBwm2UTVYr0Dag,PT12M33S,{},hd,jV98XaAlg1o
"A Polish Opening Lesson from Hikaru, Trapped in Poland",2022-01-07T09:15:01Z,101368,3873,244,"['Hikaru Nakamura', 'master chess', 'chess instruction', 'magnus carlsen', 'chess commentary for beginners', 'hikaru chess commentary', 'chess tournament', 'twitch streamers', 'chess game play', 'chess tricks', 'master chess moves', 'chess speedruns', 'Magnus vs Hikaru', 'magnus vs hikaru meltwater', 'hikaru chess lessons', 'polish opening chess', 'polish opening traps', 'polish opening theory', 'polish opening gotham', 'polish opening defense', 'polish opening counter', 'polish opening lines', 'polish opening black']",20,UCweCc7bSMX5J4jEH7HFImng,PT41M24S,{},sd,ESIaRMxxrAs
"KINIA WICZYŃSKA nie JEST W CIĄŻY!!! ""Tak mi się wydaje...""",2023-11-27T17:24:03Z,54253,2895,293,"['Vogule', 'Poland', 'gwiazdy', 'gwiazda', 'celebryci', 'celebrytka', 'celebryta', 'drama', 'afera', 'skandal', 'kinga', 'rusin', 'agent', 'tomek', 'tomasz', 'kaczmarek', 'kinia', 'wiczyńska', 'wiczynska', 'chłopak', 'filip', 'chajzer', 'prasówka', 'michał', 'la mania', 'laura', 'samojłowicz', 'edyta', 'herbuś', 'taniec z gwiazdami', 'tzg', 'ania', 'anna', 'wendzikowska', 'wędzikowska']",24,UClCufEJK0FvBiMzOyZWV1ng,PT39M50S,{},hd,sc4ShswNgeI
YOUNG MULTI - POLAND REMIX [Official Video],2022-11-10T18:00:07Z,1984507,98918,7605,"['young multi', 'poland', 'remix', 'lil yachty', 'multi', 'nowa nuta', 'multi live', 'bedoes', '2115', 'blend', 'thmts', 'polska', 'klip', 'teledysk', 'cole bennet', 'kooza', 'lyrical lemonade']",10,UCiP6-9NHJ36BCxUWL-gNKYg,PT2M15S,{},hd,EJf0yq-9Z3E
The Invasion of Poland (1939),2018-08-18T09:21:40Z,3539283,73595,7555,"['simple history', 'animated history', 'educational', 'education', '1939', 'Poland', 'germany', 'united kingdom', 'france', 'Operation Canned Goods', 'Operation Himmler', 'Gleiwitz Incident', 'mobilization', 'blitzkrieg', 'Fall Weiss', 'Case White', 'Danzig', 'Plan West', 'Luftwaffe', 'panzer troops', 'Molotov-Ribbentrop Non-Aggression Pact', 'soviet invasion', 'kock', 'mechnized', 'mobilised', 'Red Army', 'Tomaszow Lubelski']",27,UC510QYlOlKNyhy_zdQxnGYw,PT6M38S,{},hd,x0APrdY0G3k
"Christmas in Warsaw, Poland in 4K",2020-12-08T23:38:39Z,62444,846,84,"['warsaw christmas', 'warsaw christmas market', 'warsaw christmas lights', 'warsaw', 'poland', 'warsaw christmas tree', 'street', 'krakowskie przedmiescie', 'polish', 'market', 'square', 'castle', 'baths', 'royal', 'lazienki', 'barbican', 'winter', 'tour', 'park', 'see', 'european', 'europe', 'city', 'vlog', '4k', 'tips', 'what', 'to', 'do', 'things', 'holiday', 'visit', 'trip', 'christmas', 'skating', 'ice', 'night', 'new year', 'rink', 'warszawa', 'decorations', 'lights', 'tree', 'old town', 'rynek', 'best', 'різдво', 'варшава', 'рождество', 'warsaw poland', 'travel guide', 'warsaw old town', 'warsaw old town square', 'nightlife']",19,UCc3jyJwINpFpmwEUhrxRqoQ,PT6M47S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,zpxJy91AJ50
Lil Yachty - Poland (Lyrics),2022-10-16T14:51:14Z,52165,742,80,[],10,UCRj_YzvblVTAbL6SJxuoWAg,PT1M23S,{},hd,OmG2S17Td3o
How did the Sovietization of Poland Happen - COLD WAR,2019-04-06T13:03:59Z,185633,6521,847,"['World War II', 'world war', 'Potsdam', '1945', 'USSR', 'US', 'America', 'Europe', 'Asia', 'Japan', 'Germany', 'Kings and generals', 'united nations', 'sovietization', 'capitalism', 'poland', 'Molotov-Ribbentrop Act', 'Armia Krajowa', 'Armia Ludowa', 'Edward Osobka-Morawski', 'Leopold Okulicki', 'Stanislaw Mikolajczyk', 'Wladislaw Gomulka']",27,UCCGvq-qmjFmmMD4e-PLQqGg,PT13M16S,{},hd,rQQgFLKF1ZQ
FLYING OVER POLAND (4K UHD) - Relaxing Music Along With Beautiful Nature Videos - 4K Video Ultra HD,2021-12-22T07:00:12Z,176941,1069,53,"['4k video', '4k video 60fps', 'video 4k', '4k', '4k videos', 'relax 4k', 'piano', 'ultra hd', 'piano music', 'bgm', 'background music', 'focus', 'soothing relaxation', 'calm', 'soothing', 'music', 'beautiful piano music', 'Piano Relax', 'piano relaxing', 'relaxing music', 'nature sounds', 'poland', 'poland relaxation film', 'poland relaxation', 'relaxation film', 'calming music', 'stress relief', 'poland 4k video', 'poland island', 'poland 4k', 'poland untra hd', 'poland travel', '4k nature', '4k 60fps', 'mountain poland', 'europe 4k']",19,UCEiS8m8OLFI0REntmsTvzjA,PT3H57M43S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,K45GOA3N8wI
Poland is pushing the EU into crisis,2018-09-13T12:00:03Z,5923111,111641,43480,"['poland', 'Vox.com', 'vox', 'explain', 'explainer', 'europe', 'european union', 'alt right', 'europes alt right', 'european alt right', 'conservatives', 'conservativism', 'eu conservativism', 'polish alt right', 'polish right', 'right wing', 'right wingers', 'poland and the eu', 'eu and poland', 'poland and eu', 'polish conservativism', 'conservatives poland', 'poland pis', 'poland law and justice party', 'law and justice party poland', 'law and justice party', 'eu', 'pis', 'vox atlas', 'atlas']",25,UCLXo7UDZvByw2ixzpQCufnA,PT8M8S,{},hd,P8MQTgdjcLE
LEAVING Poland 🇵🇱 (Full Recap),2022-08-04T16:00:37Z,14533,1045,231,"['poland', 'poland 4k', 'poland travel', 'poland country', 'poland travel vlog', 'poland vlog', 'poland 4k vlog', 'poland 2022', 'poland travel video', 'poland travel 2022', 'poland summer 2022', 'travel poland', 'poland tour', 'poland guide', 'poland travel channel', 'poland 2022 vlog', 'poland destinations', 'poland video', 'poland 4k video', 'poland 4k 2022', 'poland 4k walk', 'poland 4k reaction', 'poland travel blog', 'poland 4k nature scenery', 'poland tour 2022', 'poland 2022 visa', 'poland travel documentary', 'polska']",19,UCaghnfCBQmDjkfE6QDUF2aA,PT12M48S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,mz-e1WQASKM
Ten Years Later — How The EU Membership Has Changed Poland,2014-06-04T16:31:24Z,16901,143,18,"['European Union (Organization)', 'Poland (Country)', 'eu', 'emerging', 'Europe (Continent)', 'Member State Of The European Union']",25,UCgr3KtU_55zHpHLNGcCAwug,PT2M5S,{},hd,NDpziN7FUM4
"Battle of Klushino, 1610 ⚔️ Polish invasion of Russia ⚔️ DOCUMENTARY",2022-07-29T15:15:11Z,872030,23613,4201,"['grunwald', 'tannenberg', '1410', 'polish-lithuanian union', 'poland', 'lithuania', 'teutonic order', 'teutons', 'battle of grunwald', 'grunwald 1410', 'tannenberg 1410', 'history', 'documentary', 'kings and generals', 'epic history tv', 'historymarche', 'russia', 'russian empire', 'history of russia', 'moscow', 'holy roman empire', 'sigismund', 'prussia', 'world history', 'military history', 'battles', 'middle ages', 'animated battle', 'history documentary', 'medieval history', 'kingdom', 'oversimplified', 'hussars', 'winged hussars', 'klushino', '1610', 'total war']",27,UC8MX9ECowgDMTOnFTE8EUJw,PT22M2S,{},hd,JwYpeZ0fJjw
Bring back nature in Poland,2023-11-20T15:45:57Z,43752,253,0,"['Greens', 'EU', 'European Parliament', 'Greens/EFA', 'biodiversity', 'nature', 'protect nature', 'nature restoration', 'restore nature', 'poland', 'ina river', 'oder delta']",25,UC9emZ4AlBYk7tp5zeYfjRfg,PT3M42S,{},hd,9hYfNawf3Us
100 Years of Beauty - Poland,2018-02-26T19:07:20Z,3199603,210925,8392,"['100 years of beauty', 'poland', 'fashion history', 'polish history', 'history', '20th century', '21st century', 'women', 'polish women', 'polish']",27,UCNwZIGnHkzy6KpHPQtserzQ,PT2M45S,{},hd,xrEPujmWufU
"3 Things You Must Do in Krakow, Poland – the Ultimate List",2023-05-10T13:00:32Z,24123,342,55,"['Krakow Top 3', 'Visit Krakow', 'Krakow Top 3 Things to Do', 'Krakow Travel Tips', 'Krakow Poland', 'Krakow Tour', 'WWII', 'Oskar Schindler’s Enamel Factory', 'Polish Food', 'Pierogi', 'krakow food', 'krakow travel guide', 'best things to do in krakow', 'krakow city', 'krakow city poland', 'krakow city centre', ""St. Mary's Basilica"", 'dw travel', 'krakow must sees', 'krakow Buket List', 'deutsche welle', 'DW']",19,UCAjA4SbeRNqig8NdNszDBsA,PT4M29S,{},hd,VUSyAkFoVpw
Take a Bite Out of Warsaw: The Incredible Food Tour in Poland!,2023-04-03T10:55:44Z,163695,3358,472,"['Food tour poland', 'Warsaw food tour', 'best polish food', 'food in poland', 'food tour', 'poland', 'poland food', 'poland food tour', 'poland travel', 'poland travel vlog', 'polish cuisine', 'polish food', 'polish food taste test', 'polish food tour', 'polish street food', 'traditional polish food', 'trying polish food', 'warsaw', 'warsaw city', 'warsaw food', 'warsaw poland', 'what to do in warsaw', 'zapiekanka']",22,UCBrJwOLDsMVPjJwSj_b8zJw,PT10M17S,{},hd,mNp7OcCQ6tM
NATO's Front: Inside 🇵🇱 Poland’s Armored Infantry,2023-01-30T12:59:57Z,372606,14155,794,"['TO&E', 'structure', 'organization', 'military', 'equipment', 'tactics', 'zmechanizowana', 'zmotoryzowana', 'drużyna', 'borsuk', 'rosomak', 'mechanized', '2022', '2023', 'modern']",27,UCn6_Kza6erL9GCAhOpQLfBg,PT12M,{},hd,D5hm2d8yqoE
"Rafaela Maruska | ""I Have Nothing"" | The Voice of Poland 13",2022-09-28T18:32:47Z,151343,1158,42,"['rafaela maruska', 'i have nothing', 'the voice of poland']",10,UCv6cvKj2r9KQs9iI5qfoLQQ,PT2M,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,JQv9-XetK9k
SUPER SZCZERE Q&A. Pierwsze od trzech lat!,2023-11-25T10:45:50Z,44675,2879,411,"['Vogule', 'Poland', 'gwiazdy', 'gwiazda', 'celebryci', 'celebrytka', 'celebryta', 'drama', 'afera', 'skandal']",24,UClCufEJK0FvBiMzOyZWV1ng,PT1H25M6S,{},hd,I7PzIVnhwVQ
Blanka - Solo (Lyrics) [Eurovision 2023 Poland],2023-05-11T16:22:41Z,590098,4786,141,"['solo blanka', 'blanka solo lyrics', 'blanka solo', 'solo blanka lyrics', 'solo lyrics blanka', 'solo lyrics', 'solo', 'blanka', 'eurovision 2023 poland', 'poland eurovision', 'blanka eurovision 2023', 'blanka solo eurovision']",10,UCASNJRaxmqOljWhyagDdgOA,PT2M40S,{},hd,ARvUKFix1vs
Żeby Polska była Polską! - (Let Poland be Poland),2018-02-02T22:33:26Z,1063291,13535,1039,"['Jan Pietrzak', '1981', 'Polska', 'Poland']",10,UCMDgEbDorYbcouC0xog_wjw,PT4M1S,{},hd,Ds7EHkNlvVk
Greater Poland 🇵🇱 | a mega empire,2023-06-11T14:00:29Z,857,28,5,"['moving', 'moving to', 'moving abroad', 'life in', 'living in', 'immigration', 'abroad', 'poland', 'polish', 'warzaw']",27,UCDLV4sZwTOzKJWXkl9UOvMw,PT2M46S,{},hd,SwQ6QGRn_Xs
"WW2 - Germany vs Poland, 1939",2021-08-14T15:43:45Z,1252883,29750,2852,[],27,UCElybFZ60Hk1NSjgCf7I2sg,PT6M30S,{},hd,ZLAqVtXph8w
Poland's Kraków wagon tour takes you back to the Middle Ages! [Battle Trip / 2017.07.28],2017-07-28T15:30:03Z,498523,11629,778,"['KBS', 'KBSWorld', 'Korea', '실시간', '인기', '동영상', '한국', '엔터테인먼트', 'Entertainment', 'English', 'subtitle', 'TV', 'Full', 'HD', '영어자막', '자막', '성시경', '이휘재', '김숙', 'San E', 'Seong Sigyeong', 'Lee Hwijae', 'Kim Suk', 'San E|Lee Jaehun', 'Sim Hyeongtak', 'Hani', 'Solji', '영자막', 'Korean', 'English Subtitle', 'Subtitle', '예능', 'Variety', '다시보기', '무료', 'Actor', 'Comedy', '배틀', '트립', 'trip', '여행', 'battle', '아이돌', 'IDOL', 'yt:cc=on']",24,UC5BMQOsAB8hKUyHu9KI6yig,PT10M58S,{},hd,rm99wUgJCDQ
First Time in Wroclaw 🇵🇱 (Poland’s Best City?),2022-06-19T15:00:35Z,101561,2337,319,"['wroclaw', 'wroclaw poland', 'wroclaw nightlife', 'wroclaw vlog', 'wroclaw travel vlog', 'WROCLAW poland 2022', 'wroclaw 2022', 'wroclaw 2021', 'wroclaw summer', 'wroclaw things to do', 'wroclaw panthers', 'wroclaw tour', 'wroclaw university', 'wroclaw poland summer', 'wroclaw travel guide', 'wroclaw walking tour', 'wroclaw travel', 'wroclaw poland 4k', 'wroclaw poland travel', 'poland wroclaw city', 'wroclaw poland vlog', 'poland travel vlog', 'poland', 'poland travel', 'poland 4k', 'poland trip', 'poland tour', 'travel', 'vlog']",19,UCaghnfCBQmDjkfE6QDUF2aA,PT20M10S,"{'latitude': 51.1078852, 'longitude': 17.0385376, 'altitude': 0}",hd,xEDsFLlFtkk
The Story of Poland's Armed Forces in Exile - WW2 Documentary Special,2022-12-13T14:40:58Z,200929,10170,971,"['The Great War', 'Wold War Two', 'WWII', 'WWI', 'Axis', 'Pacific War', 'European War', 'TimeGhost', 'WW2', 'Indy Neidell', 'Indy Neidell WW2', 'Second World War', 'World War Two Day by Day', 'World War Two in realtime', 'World War Two YouTube', 'YouTube', 'Documentary', 'Historian', 'History', 'Poland', 'Germany', 'USSR', 'UK', 'France', 'Polish Armed Forces', 'Sikorski', 'Churchill', 'Stalin', '303 Squadron', 'Anders', 'Iran', 'Carpathian Briagde', 'Polish II Corps', 'Polish I Corps', 'Italy', 'Monte Cassino', 'Berling', 'First Tadeusz Kościuszko Infantry Division']",27,UCP1AejCL4DA7jYkZAELRhHQ,PT15M39S,{},hd,ExFQdrKmcaQ
Eva zu Beck: From Krakow to Zalipie | Discover One of Poland’s Colorful Sites,2021-07-07T13:00:32Z,260300,6146,416,"['poland', 'visit poland', 'eva zu beck', 'eva zu beck poland', 'zalipie', 'zalipie poland painted village', 'travel tips poland', 'places to visit in poland', 'must see poland', 'eva zu beck vlogs', 'hidden gem eastern europe', 'travel eastern europe', 'poland tourism', 'krakow', 'poland tourist', 'visit europe', 'hidden places poland', 'travel vlog', 'travel blog', 'female travel', 'travel youtuber', 'travel vlogger', 'must see places in europe', 'deutsche welle', 'dw travel', 'dw', 'traveling europe', 'discover poland']",19,UCAjA4SbeRNqig8NdNszDBsA,PT10M13S,{},hd,scbypt5f9SA
Little European Texas,2023-06-30T17:09:15Z,1096701,52874,5457,"['HLC', 'Habitual Linecrosser', 'Comedy', 'Military News', 'World Affairs', 'Armed Forces', 'Conflict Update', 'War Report', 'World Conflicts', 'Military Tech', 'Army Update', 'Navy News', 'Air Force Coverage', 'International Relations', 'Geopolitical Analysis', 'Defense Commentary', 'Military Alliances', 'Military History', 'Veteran', 'Special Operations', 'Combat', 'intercept me', 'news', 'geopolitcs', 'poland']",24,UC6ysC3YUZbjScBKZlNLrmtQ,PT1M50S,{},sd,wUJ7CnU6hA8
"Battle of Kircholm, 1605 ⚔️ The Winged Hussars never stop! ⚔️ Poland vs. Sweden ⚔️ DOCUMENTARY",2022-09-09T17:56:12Z,879805,26038,1631,"['oversimplified', 'grunwald', 'tannenberg', '1410', 'polish lithuanian commonwealth', 'poland', 'lithuania', 'battle of grunwald', 'grunwald 1410', 'tannenberg 1410', 'history', 'documentary', 'kings and generals', 'epic history tv', 'historymarche', 'russian empire', 'history of russia', 'moscow', 'sigismund', 'world history', 'history lesson', 'military history', 'battles', 'middle ages', 'animated battle', 'history documentary', 'medieval history', 'kingdom', 'hussar', 'hussars', 'winged hussars', 'klushino', '1610', 'kircholm', '1605', 'sweden', 'swedish empire']",27,UC8MX9ECowgDMTOnFTE8EUJw,PT20M54S,{},hd,57yKKZeTeSA
Ochman - River - Poland 🇵🇱 - National Final Performance - Eurovision 2022,2022-02-20T00:07:03Z,2982619,77616,12033,['Eurovision Song Contest'],24,UCRpjHHu8ivVWs73uxHlWwFA,PT3M11S,{},hd,XcDCYb0gt48
Ukraina PROSI POLSKĘ o POMOC - Zapowiada masowy atak,2023-11-23T14:23:46Z,148330,5738,1465,"['Bez sensu', 'Polska', 'Putin', 'Zelenski prosi o pomoc', 'ukraina', 'ukraina prosi polskę o pomoc', 'pomoc polski', 'front ukraina', 'korupcja ukraina', 'UNDP', 'Odbudowa Ukrainy', 'HIMARS', 'T-72M', 'T-72M1', 'T-72M1R', 'MiG29', 'MON', 'Czesław Mroczek KO', 'Hutą Stalowa Wola', 'armatohaubica Krab', 'koniec pomocy dla Ukrainy', 'Natalia Humeniuk', 'blokada granicy', 'polscy kierowcy', 'relacje polska ukraina', 'konflikt polska ukraina', 'najnowsze', 'top10', 'top', 'dokumentalny', 'posiedzenie sejmu dzień 4', 'morawiecki', 'do roboty', 'w Ukrainie']",24,UCBzwL9_xdp7QUARIDSw8cKA,PT15M2S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,dGNbJQ_gGSg
Poland is the Next Big Tech Hub [Napisy PL],2022-02-19T22:40:10Z,24573,1144,101,"['dominik andrzejczuk', 'dominic andrzejczuk', 'andrzejczuk', 'poland tech', 'poland tech hub', 'polish developers', 'polish tech', 'poland tech companies', 'poland technology', 'poland business harbour', 'nauka to lubie']",24,UCDMPa9BV6YM4APGWULAdxPA,PT15M55S,{},hd,brnLXIa0M3c
The Girl in the Hole | The Disturbing Case of Lori Poland,2023-02-18T14:00:02Z,436595,15292,1192,"['laurie poland', 'lori polan', 'lauri poland', 'lorie poland', 'laury', 'lauri', 'lauroe', 'lorie polan', 'kidnapping', 'kidnap', 'survivor', 'investigation', 'case', 'true crime', 'unseen', 'un seen', 'unsen', 'un see', 'unsee', 'unseen doc', 'true crime doc', 'crime documentary', 'unseen docu', 'unseen documentarie', 'documentaries', 'abduction', 'missing', 'jcs', 'jcs inspired', 'truecrime', 'unseen true crim', 'un seen crime', 'real story', 'true story', 'endcan', 'end can', 'mssing girl', 'takem']",22,UCVtHlqfvXn-6m6A2IWUB8MQ,PT20M4S,{},hd,aoX8p2bOjf0
Major reversal: Ukraine ally says it will stop sending arms,2023-09-21T14:26:17Z,181056,1736,1336,[],25,UCupvZG-5ko_eiXAupbDfxWw,PT8M46S,{},hd,wYrMTKllehU
NOWY TARG – Poland In UNDISCOVERED,2020-12-03T14:00:08Z,7691,141,12,"['Poland', 'news', 'latest', 'travelpoland', 'Warsaw', 'visitpoland', 'PolandIN', 'TheBestofPoland', 'PolandInEnglish', 'Polandnews', 'nowy targ', 'undiscovered', 'ryan socash', 'podhale', 'mountain', 'your roots', 'museum of podhale region', 'czeslaw pajerski', 'archangel michael church']",27,UCBjUPsHj7bXt24SUWNoZ0zA,PT12M43S,{},hd,JL1dY70KAkA
"Kraków, Poland: Kazimierz District - Rick Steves’ Europe Travel Guide - Travel Bite",2020-02-19T16:00:07Z,89296,1192,66,"['Rick Steves', 'Rick Steves Europe', 'Europe travel guide', 'Europe travel tips', 'Europe travel advice', 'Rick Steves travel videos', 'Europe travel', 'travel', 'travel guide', 'travel advice']",19,UCchgIh8Tc4sTmBfnMQ5pDdg,PT2M59S,{},hd,OduCZVyFyfs
"EXPLORING THE CHEAPEST PARTY CITY OF EUROPE! KRAKOW, POLAND 🇵🇱",2022-05-07T12:19:55Z,318829,7373,259,"['krakow', 'poland', 'warsaw', 'budapest', 'hungary', 'europe', 'krakow nightlife', 'poland nightlife', 'budapest nightlife', 'nightlife', 'europe nightlife', 'liquor in europe', 'alcohol', 'pub crawl', 'indian in poland', 'poland vlog', 'europe vlog', 'budapest pub crawl', 'how expensive is poland', 'eastern europe', 'hungary cost of living', 'poland prices', 'pubs in eastern europe', 'poland vlog hindi', 'lodz poland', 'slovakia', 'slovenia', 'czech republic', 'prague', 'krakow old town', 'hotels in krakow', 'travel', 'cheapest city in europe']",19,UCK2_PiPOB0VEZfbbaHj-z5w,PT15M24S,"{'latitude': 50.0646501, 'longitude': 19.9449799, 'altitude': 0}",hd,Z4QbM_AkGWU
Laura - To The Moon - Poland 🇵🇱 - Official Music Video - Junior Eurovision 2022,2022-11-07T10:00:09Z,999837,16835,0,"['junior eurovision song contest', 'Jesc', 'Music', 'Yerevan', 'JESC2022', 'Armenia', 'SpinTheMagic', 'Eurovision']",24,UC-lkYjunAyfultKGuRJz6HQ,PT3M17S,{},hd,3e2tFa-_X9Q
Visit Poland - 10 Things That Will SHOCK You About Poland,2017-06-04T13:00:07Z,2715045,63455,10036,"['travel', 'europe', 'mark wolters', 'wolters world', 'advice', 'tourist', 'attractions', 'vlogger', 'poland', 'krakow', 'auschwitz', 'warsaw', 'what to see and do in poland', 'culture shock poland']",19,UCFr3sz2t3bDp6Cux08B93KQ,PT9M42S,{},hd,vM93LvSDru8
Inside Poland's 'LGBT-Free' Zones | Insider Docs,2021-10-21T21:17:44Z,1603631,44988,36961,"['Insider', 'News', 'LGBTQ', 'Human Rights', 'Poland', 'European Union']",25,UCHjm6wybRbldhqveS7c2WTA,PT12M53S,{},hd,ADb60W8jTsM
The Warsaw Ghetto | DW Documentary,2021-01-27T17:00:12Z,2000801,19356,2770,"['Documentary', 'Documentaries', 'documentaries', 'DW documentary', 'full documentary', 'DW', 'documentary 2020', 'documentary', 'Holocaust', 'Shoah', 'Warsaw Ghetto', 'Jewish life', 'Warsaw', 'Poland', 'National Socialism', 'World War II', 'Holocaust Remembrance Day', 'holocaust memorial day 2021', 'holocaust remembrance day', '25th holocaust remembrance day', '25th day of remembrance', 'German history', 'European history']",27,UCW39zufHfsuGgpLviKh297Q,PT42M26S,{},hd,V8QmqHfy-EI
